ev_level1_evse_num,open_date,latitude,ev_connector_types,rd_blends_fr,nps_unit_name,owner_type_code,e85_other_ethanol_blends,ev_other_evse,ev_renewable_source,cng_vehicle_class,funding_sources,hy_is_retail,ev_network_ids,ev_network,status_code,lpg_primary,hy_standards,cng_renewable_source,hy_status_link,ev_pricing,groups_with_access_code,access_detail_code,station_name,e85_blender_pump,plus4,cng_psi,ng_fill_type_code,state,ev_dc_fast_num,lng_renewable_source,maximum_vehicle_class,ev_pricing_fr,restricted_access,zip,rd_blends,federal_agency,id,facility_type,city,geocode_status,cng_fill_type_code,country,ng_psi,cng_total_compression,ev_level2_evse_num,access_days_time_fr,lng_vehicle_class,lpg_nozzle_types,groups_with_access_code_fr,expected_date,fuel_type_code,access_days_time,station_phone,rd_blended_with_biodiesel,hy_pressures,lng_has_rng,cng_total_storage,intersection_directions_fr,ng_vehicle_class,access_code,ev_workplace_charging,date_last_confirmed,street_address,cng_has_rng,rd_max_biodiesel_level,bd_blends_fr,cards_accepted,ev_network_web,longitude,cng_dispenser_num,intersection_directions,updated_at,bd_blends
,2016-10-22,33.821482,['J1772'],,,,,,,,,,"{'station': ['USCPIL128189'], 'posts': ['23516641', '23516651']}",ChargePoint Network,E,,,,,,Public,,GEORGIA POWER MOROSGO L2,,,,,GA,,,,,,30324,,,79237,,Atlanta,GPS,,US,,,2,,,,Public,,ELEC,24 hours daily,888-758-4389,,,,,,,public,False,2025-03-19,2452 Morosgo Way NE,,,,,https://www.chargepoint.com,-84.365231,,,2025-03-19T01:14:19Z,
,2017-01-19,33.74186,"['CHADEMO', 'J1772COMBO']",,,,,,,,,,"{'station': ['USCPIL2050361'], 'posts': ['2436531']}",ChargePoint Network,E,,,,,,Public,,GEORGIA POWER GLENWOOD DC,,,,,GA,1,,,,,30316,,,80931,,Atlanta,GPS,,US,,,,,,,Public,,ELEC,24 hours daily,888-758-4389,,,,,,,public,False,2025-03-19,800 Glenwood Ave SE,,,,,https://www.chargepoint.com,-84.3595,,,2025-03-19T01:51:46Z,
10,2017-01-12,33.638488,['J1772'],,,P,,,,,,,,Non-Networked,E,,,,,Free,Public,,Hartsfield-Jackson Atlanta International Airport - Domestic Terminal South Hourly,,,,,GA,,,,,False,30320,,,81089,AIRPORT,Atlanta,GPS,,US,,,,,,,Public,,ELEC,24 hours daily,404-530-7300,,,,,,,public,False,2022-12-13,6000 N Terminal Pkwy,,,,,,-84.444031,,Located on the ground floor,2024-11-26T15:04:48Z,
,2017-01-12,33.643088,['J1772'],,,P,,,,,,,,Non-Networked,E,,,,,Free,Public,,Hartsfield-Jackson Atlanta International Airport - Domestic Terminal North Hourly,,,,,GA,,,,,False,30320,,,81090,AIRPORT,Atlanta,GPS,,US,,,10,,,,Public,,ELEC,24 hours daily,404-530-7300,,,,,,,public,False,2022-12-13,6000 N Terminal Pkwy,,,,,,-84.443467,,Located on the ground floor,2024-11-26T15:04:48Z,
10,2017-01-12,33.64137,['J1772'],,,P,,,,,,,,Non-Networked,E,,,,,Free,Public,,Hartsfield-Jackson Atlanta International Airport - International Terminal Hourly,,,,,GA,,,,,False,30320,,,81091,AIRPORT,Atlanta,GPS,,US,,,6,,,,Public,,ELEC,24 hours daily,404-530-7300,,,,,,,public,False,2022-12-13,6000 N Terminal Pkwy,,,,,,-84.419237,,Located on the second floor,2024-11-26T15:04:48Z,
28,2017-01-12,33.642508,['J1772'],,,P,,,,,,,,Non-Networked,E,,,,,Free,Public,,Hartsfield-Jackson Atlanta International Airport - International Terminal Park and Ride,,,,,GA,,,,,False,30320,,,81092,AIRPORT,Atlanta,GPS,,US,,,,,,,Public,,ELEC,24 hours daily,404-530-7300,,,,,,,public,False,2022-12-13,6000 N Terminal Pkwy,,,,,,-84.404983,,,2024-11-26T15:04:48Z,
,2017-01-12,33.64182,['J1772'],,,P,,,,,,,,Non-Networked,E,,,,,Free,Private,,Hartsfield-Jackson Atlanta International Airport - South Department of Aviation Employee Lot,,,,,GA,,,,,,30320,,,81093,AIRPORT,Atlanta,200-8,,US,,,2,,,,Privé,,ELEC,Employee use only,,,,,,,,private,True,2022-12-13,6000 N Terminal Pkwy,,,,,,-84.44262,,,2024-11-26T15:04:48Z,
2,2017-01-12,33.624612,['J1772'],,,P,,,,,,,,Non-Networked,E,,,,,Free,Private,,Hartsfield-Jackson Atlanta International Airport - Technical Support Campus,,,,,GA,,,,,,30320,,,81094,AIRPORT,Atlanta,GPS,,US,,,2,,,,Privé,,ELEC,Employee use only,,,,,,,,private,True,2022-12-13,6000 N Terminal Pkwy,,,,,,-84.427512,,,2024-11-26T15:04:48Z,
2,2017-01-12,33.625719,['J1772'],,,P,,,,,,,,Non-Networked,E,,,,,Free,Private,,Hartsfield-Jackson Atlanta International Airport - Airport Maintenance,,,,,GA,,,,,,30320,,,81095,AIRPORT,Atlanta,GPS,,US,,,2,,,,Privé,,ELEC,Employee use only,,,,,,,,private,True,2022-12-13,6000 N Terminal Pkwy,,,,,,-84.431299,,Located at Building 1,2024-11-26T15:04:48Z,
,2017-03-07,33.82329,['J1772'],,,,,,,,,,"{'station': ['USCPIL180561'], 'posts': ['9313851', '9313861']}",ChargePoint Network,E,,,,,,Public,,PEACHTREE EV 2500 PTREE EV,,,,,GA,,,,,,30305,,,81671,,Atlanta,GPS,,US,,,2,,,,Public,,ELEC,24 hours daily,888-758-4389,,,,,,,public,False,2025-03-19,2500 Peachtree Road Northwest,,,,,https://www.chargepoint.com,-84.388172,,Gated community. Private station.,2025-03-19T01:22:08Z,
,2017-03-08,33.851471,['J1772'],,,,,,,,,,"{'station': ['USCPIL158229'], 'posts': ['26224191', '26224201']}",ChargePoint Network,E,,,,,,Public,,THREE ALLIANCE 3 ALLIANCE EV2,,,,,GA,,,,,,30326,,,81676,,Atlanta,GPS,,US,,,2,,,,Public,,ELEC,24 hours daily,888-758-4389,,,,,,,public,False,2025-03-19,Alliance Center Dr NE,,,,,https://www.chargepoint.com,-84.366375,,3 Alliance Center,2025-03-19T01:19:13Z,
,2017-03-08,33.852015,['J1772'],,,,,,,,,,"{'station': ['USCPIL155147'], 'posts': ['26171941', '26171951']}",ChargePoint Network,E,,,,,,Public,,THREE ALLIANCE 3 ALLIANCE EV4,,,,,GA,,,,,,30326,,,81677,,Atlanta,GPS,,US,,,2,,,,Public,,ELEC,24 hours daily,888-758-4389,,,,,,,public,False,2025-03-19,3500 Lenox Rd NE,,,,,https://www.chargepoint.com,-84.366524,,,2025-03-19T01:18:17Z,
,2017-03-29,33.891366,['J1772'],,,,,,,,,,"{'station': ['USCPIL177031'], 'posts': ['238177', '238179']}",ChargePoint Network,T,,,,,,TEMPORARILY UNAVAILABLE (Public),,GO BRAVES EAST EV LEVEL 1,,,,,GA,,,,,,30339,,,82106,,Atlanta,GPS,,US,,,2,,,,TEMPORAIREMENT SUSPENDU (Public),2022-09-09,ELEC,24 hours daily,888-758-4389,,,,,,,public,False,2025-03-19,75 Circle Pkwy,,,,,https://www.chargepoint.com,-84.466019,,,2025-03-19T01:21:52Z,
,2017-04-01,33.892135,['J1772'],,,,,,,,,,"{'station': ['USCPIL181729'], 'posts': ['25076871', '25076881']}",ChargePoint Network,E,,,,,,Public,,GEORGIA POWER SUNTRUST L2 8,,,,,GA,,,,,,30339,,,82154,,Atlanta,GPS,,US,,,2,,,,Public,,ELEC,24 hours daily,888-758-4389,,,,,,,public,False,2025-03-19,655 Battery Ave SE Delta Deck Surface Lot,,,,,https://www.chargepoint.com,-84.466187,,Located near the front entrance of Delta,2025-03-19T01:22:23Z,
,2017-05-03,33.822875,['J1772'],,,,,,,,,,"{'station': ['USCPIL168775'], 'posts': ['226367', '226369']}",ChargePoint Network,T,,,,,,TEMPORARILY UNAVAILABLE (Public),,WESTOVER WESTOVER EV1,,,,,GA,,,,,,30318,,,82489,,Atlanta,GPS,,US,,,2,,,,TEMPORAIREMENT SUSPENDU (Public),2025-02-28,ELEC,24 hours daily,888-758-4389,,,,,,,public,False,2025-03-19,34-38 Middle Plantation Rd NW,,,,,https://www.chargepoint.com,-84.44123,,,2025-03-19T01:21:15Z,
,2017-05-03,33.822996,['J1772'],,,,,,,,,,"{'station': ['USCPIL168765'], 'posts': ['226347', '226349']}",ChargePoint Network,T,,,,,,TEMPORARILY UNAVAILABLE (Public),,WESTOVER WESTOVER EV2,,,,,GA,,,,,,30318,,,82490,,Atlanta,GPS,,US,,,2,,,,TEMPORAIREMENT SUSPENDU (Public),2024-10-11,ELEC,24 hours daily,888-758-4389,,,,,,,public,False,2025-03-19,2475 Westover Plantation Rd NW,,,,,https://www.chargepoint.com,-84.437821,,,2025-03-19T01:21:15Z,
,2017-05-17,33.773983,['J1772'],,,,,,,,,,"{'station': ['USCPIL186689'], 'posts': ['25937171', '25937181']}",ChargePoint Network,E,,,,,,Public,,715PTREE STATION2,,,,,GA,,,,,,30308,,,82628,,Atlanta,GPS,,US,,,2,,,,Public,,ELEC,24 hours daily,888-758-4389,,,,,,,public,False,2025-03-19,715 Peachtree St NE,,,,,https://www.chargepoint.com,-84.383568,,,2025-03-19T01:23:36Z,
,2017-05-24,33.813539,['J1772'],,,,,,,,,,"{'station': ['USCPIL183653'], 'posts': ['25803861', '25803871']}",ChargePoint Network,E,,,,,,Public,,VENUE BROOKWOOD VENUE EV1,,,,,GA,,,,,,30309,,,82695,,Atlanta,GPS,,US,,,2,,,,Public,,ELEC,24 hours daily,888-758-4389,,,,,,,public,False,2025-03-19,2140 Peachtree Rd NW,,,,,https://www.chargepoint.com,-84.393912,,Back gate off of Colonial Homes Dr. Residents only.,2025-03-19T01:23:09Z,
,2017-06-21,33.772522,['J1772'],,,,,,,,,,"{'station': ['USCPIL127621'], 'posts': ['22520731', '22520741']}",ChargePoint Network,E,,,,,,Public,,PONCE CITY MKT GARAGE LEVEL 4A,,,,,GA,,,,,,30308,,,85622,,Atlanta,GPS,,US,,,2,,,,Public,,ELEC,24 hours daily,888-758-4389,,,,,,,public,False,2025-03-19,675 Ponce De Leon Ave NE,,,,,https://www.chargepoint.com,-84.365925,,,2025-03-19T01:14:11Z,
,2017-07-14,33.847675,['J1772'],,,,,,,,,,"{'station': ['USCPIL187211'], 'posts': ['26976151', '26976161']}",ChargePoint Network,E,,,,,,Public,,SALESFORCE TOWE STATION 2,,,,,GA,,,,,,30326,,,85905,,Atlanta,GPS,,US,,,2,,,,Public,,ELEC,24 hours daily,888-758-4389,,,,,,,public,False,2025-03-19,950 East Paces Ferry Rd.,,,,,https://www.chargepoint.com,-84.357445,,Parking deck level P5,2025-03-19T01:23:46Z,
,2017-07-19,33.876905,['J1772'],,,,,,,,,,"{'station': ['USCPIL168489'], 'posts': ['783241', '783251']}",ChargePoint Network,T,,,,,,TEMPORARILY UNAVAILABLE (Public),,RIVERWOOD 200 STATION 5,,,,,GA,,,,,,30339,,,85941,,Atlanta,GPS,,US,,,2,,,,TEMPORAIREMENT SUSPENDU (Public),2022-09-09,ELEC,24 hours daily,888-758-4389,,,,,,,public,False,2025-03-19,3300 Riverwood Parkway,,,,,https://www.chargepoint.com,-84.45924,,,2025-03-19T01:21:04Z,
,2017-09-26,33.780224,['J1772'],,,,,,,,,,"{'station': ['USCPIL204925'], 'posts': ['12918811', '12918821']}",ChargePoint Network,E,,,,,,Public,,PURITAN MILL PURITAN MILL EV,,,,,GA,,,,,,30318,,,87767,,Atlanta,GPS,,US,,,2,,,,Public,,ELEC,24 hours daily,888-758-4389,,,,,,,public,False,2025-03-19,916 Joseph E Lowery Blvd NW,,,,,https://www.chargepoint.com,-84.418301,,,2025-03-19T01:25:47Z,
,2017-11-08,33.829968,['J1772'],,,,,,,,,,"{'station': ['USCPIL211413'], 'posts': ['26445931', '26445941']}",ChargePoint Network,E,,,,,,Public,,N DRUID HILLS STATION 1,,,,,GA,,,,,,30329,,,88371,,Atlanta,GPS,,US,,,2,,,,Public,,ELEC,24 hours daily,888-758-4389,,,,,,,public,False,2025-03-19,7 Executive Park Dr NE,,,,,https://www.chargepoint.com,-84.338503,,Trash compactor,2025-03-19T01:26:40Z,
,2018-03-07,33.778604,['J1772'],,,,,,,,,,"{'station': ['USCPIL643451'], 'posts': ['23709451', '23709461']}",ChargePoint Network,E,,,,,,Public,,NCR HQ  MIDTOW NCR EV 13,,,,,GA,,,,,,30309,,,92375,,Atlanta,GPS,,US,,,2,,,,Public,,ELEC,24 hours daily,888-758-4389,,,,,,,public,False,2025-03-19,864 Spring St NW,,,,,https://www.chargepoint.com,-84.389433,,,2025-03-19T01:35:14Z,
,2018-03-07,33.829001,['J1772'],,,,,,,,,,"{'station': ['465ba1dd-d734-8158-93cc-330000344920'], 'posts': ['ea831b75-b259-1a82-ba00-f6aefb4b1e50']}",Blink Network,E,,,,,Free,Public,,Druid Pointe Parking Lot,,,,,GA,,,,,,30324,,,95104,,Atlanta,GPS,,US,,,1,,,,Public,,ELEC,24 hours daily,888-998-2546,,,,,,,public,False,2025-03-19,2751 Buford Hwy,,,,,https://blinkcharging.com,-84.344342,,,2025-03-19T00:43:45Z,
,2014-11-07,33.9134,['J1772'],,,,,,,,,,"{'station': ['465ba1dd-d734-8158-93cc-330000179156'], 'posts': ['d58d191f-fc44-1534-c3c3-5c8d499adb66', 'e5047ccb-8e16-4e84-b268-053a92b1a9c3']}",Blink Network,E,,,,,Free,Public,,ING - Atlanta,,,,,GA,,,,,,30327,,,96547,,Atlanta,GPS,,US,,,2,,,,Public,,ELEC,24 hours daily,888-998-2546,,,,,,,public,False,2025-03-19,5780 Powers Ferry Road NW,,,,,https://blinkcharging.com,-84.4182,,,2025-03-19T00:06:41Z,
,2018-05-30,33.877674,['J1772'],,,,,,,,,,"{'station': ['USCPIL165261'], 'posts': ['221527', '221529']}",ChargePoint Network,T,,,,,,TEMPORARILY UNAVAILABLE (Public),,RIVERWOOD 200 STATION 3,,,,,GA,,,,,,30339,,,98599,,Atlanta,GPS,,US,,,2,,,,TEMPORAIREMENT SUSPENDU (Public),2022-09-09,ELEC,24 hours daily,888-758-4389,,,,,,,public,False,2025-03-19,3300 Riverwood Pkwy,,,,,https://www.chargepoint.com,-84.459523,,,2025-03-19T01:20:33Z,
,2018-04-01,33.753606,['J1772'],,,FG,,,,,,,,Non-Networked,E,,,,,,Private,,Environmental Protection Agency,,,,,GA,,,,,,30303,,"{'id': 20, 'code': 'EPA', 'name': 'U.S. Environmental Protection Agency'}",98671,FED_GOV,Atlanta,GPS,,US,,,1,,,,Privé,,ELEC,Fleet use only,,,,,,,,private,False,2025-01-13,61 Forsyth St NW,,,,,,-84.394258,,,2025-02-12T00:16:32Z,
,2018-06-14,33.65972,['J1772'],,,,,,,,,,"{'station': ['USCPIL400971'], 'posts': ['25603821', '25603831']}",ChargePoint Network,E,,,,,,Public,,DELTA AIR LINES RESERVATIONS #1,,,,,GA,,,,,,30354,,,98882,,Atlanta,GPS,,US,,,2,,,,Public,,ELEC,24 hours daily,888-758-4389,,,,,,,public,False,2025-03-19,700 south central ave,,,,,https://www.chargepoint.com,-84.413647,,,2025-03-19T01:30:45Z,
,2011-03-15,27.995139,"['CHADEMO', 'J1772']",,,P,,,,,,,,Non-Networked,E,,,,,Free,Public - Call ahead,CALL,Courtesy Nissan - Tampa,,,,,FL,1,,LD,,False,33614,,,39978,CAR_DEALER,Tampa,200-9,,US,,,1,,,,Public - Appeler à l'avance,,ELEC,Dealership business hours,813-870-3333,,,,,,,public,False,2024-02-12,3800 W Hillsborough Ave,,,,,,-82.506186,,,2025-02-12T00:16:32Z,
,2011-03-15,28.04892,['J1772'],,,P,,,,,,,,Non-Networked,E,,,,,Free,Public - Call ahead,CALL,Ferman Nissan - North Tampa,,,,,FL,,,MD,,False,33612,,,39979,CAR_DEALER,Tampa,200-8,,US,,,1,,,,Public - Appeler à l'avance,,ELEC,Dealership business hours,813-933-6641,,,,,,,public,False,2024-02-12,11001 N Florida Ave,,,,,,-82.45832,,,2025-02-12T00:16:32Z,
,2011-10-15,27.951258,['J1772'],,,,,,,,,,"{'station': ['USCPIL705521'], 'posts': ['23204911', '23204921']}",ChargePoint Network,E,,,,,,Public,,CITY OF TAMPA TWIGGS GARAGE 1,,,,,FL,,,,,,33602,,,41814,,Tampa,GPS,,US,,,2,,,,Public,,ELEC,24 hours daily,888-758-4389,,,,,,,public,False,2025-03-19,901 E Twiggs St,,,,,https://www.chargepoint.com,-82.451781,,"Twiggs Street Garage, Level 1, near Twiggs St exit. Parking Rates Appl",2025-03-19T01:36:32Z,
,2012-03-06,27.988197,['J1772'],,,P,,,SOLAR,,,,,Non-Networked,E,,,,,Free,Public - Card key at all times,KEY_ALWAYS,Tampa Area Electrical JATC,,,,,FL,,,LD,,False,33610,,,43551,OFFICE_BLDG,Tampa,200-9,,US,,,1,,,,Public - Carte-clé en tout temps,,ELEC,8am-7pm M-F; front desk can provide key,813-621-3002,,,,,,,public,False,2023-01-10,5625 Harney Rd,,,,CleanEnergy,,-82.392164,,,2023-02-14T15:54:11Z,
,2011-03-15,27.947161,['J1772'],,,P,,,,,,,,Non-Networked,E,,,,,,Private,,AutoNation Nissan - Brandon,,,,,FL,,,,,,33619,,,47678,CAR_DEALER,Tampa,200-9,,US,,,1,,,,Privé,,ELEC,,813-623-1148,,,,,,,private,False,2024-02-12,9920 Adamo Dr,,,,,,-82.340532,,,2025-02-12T00:16:32Z,
,2011-03-15,27.995139,['J1772'],,,P,,,,,,,,Non-Networked,E,,,,,Free,Private,,Courtesy Nissan - Tampa,,,,,FL,,,LD,,,33614,,,47679,CAR_DEALER,Tampa,200-9,,US,,,1,,,,Privé,,ELEC,,813-870-3333,,,,,,,private,False,2024-02-12,3800 W Hillsborough Ave,,,,,,-82.506186,,,2025-02-12T00:16:32Z,
,2011-03-15,28.04892,['J1772'],,,P,,,,,,,,Non-Networked,E,,,,,Free,Private,,Ferman Nissan - North Tampa,,,,,FL,,,,,,33612,,,47680,CAR_DEALER,Tampa,200-8,,US,,,1,,,,Privé,,ELEC,,813-933-6641,,,,,,,private,False,2024-02-12,11001 N Florida Ave,,,,,,-82.45832,,,2025-02-12T00:16:32Z,
,2012-05-31,28.086753,['J1772'],,,,,,,,,,"{'station': ['USCPIL213999'], 'posts': ['290767', '290769']}",ChargePoint Network,E,,,,,,Public,,HILLS COUNTY KEEL LIBRARY,,,,,FL,,,,,,33618,,,48049,,Tampa,GPS,,US,,,2,,,,Public,,ELEC,24 hours daily,888-758-4389,,,,,,,public,False,2025-03-19,2902 W Bearss Ave,,,,,https://www.chargepoint.com,-82.492624,,Jimmie B Keel Regional Library.,2025-03-19T01:26:57Z,
,2011-03-15,27.947161,['J1772'],,,P,,,,,,,,Non-Networked,E,,,,,Free,Public - Call ahead,CALL,AutoNation Nissan - Brandon,,,,,FL,,,LD,,False,33619,,,61389,CAR_DEALER,Tampa,200-9,,US,,,1,,,,Public - Appeler à l'avance,,ELEC,Dealership business hours,813-623-1148,,,,,,,public,False,2024-02-12,9920 Adamo Dr,,,,,,-82.340532,,,2025-02-12T00:16:32Z,
,2011-09-01,27.941456,['J1772'],,,P,,,,,,,,Non-Networked,E,,,,,"Free, only while shopping in Publix",Public,,Publix #1182,,,,,FL,,,LD,,True,33609,,,68382,GROCERY,Tampa,GPS,,US,,,1,,,,Public,,ELEC,Store business hours; customer use only while shopping at Publix,813-250-0129,,,,,,,public,False,2024-12-10,2401 W Azeele St,,,,,,-82.48465,,Located on the first floor of the parking garage on the east side,2025-02-12T00:16:32Z,
